               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.039879,            0.014051,           0.0028485,             0.75027,             0.68867,             0.74418,             0.39665,            0.040401,           0.0098276,           0.0023424,            0.004753,            0.004753,            0.004753
                 161,            0.039932,            0.014071,           0.0028168,             0.74674,             0.69011,             0.74443,             0.39659,            0.040398,           0.0098233,           0.0023432,             0.00472,             0.00472,             0.00472
                 162,            0.039738,            0.014019,           0.0027852,             0.74783,             0.68954,             0.74497,             0.39687,            0.040394,           0.0098203,           0.0023433,            0.004687,            0.004687,            0.004687
                 163,            0.039589,            0.014021,           0.0027307,             0.74494,              0.6933,             0.74545,              0.3972,             0.04039,           0.0098176,           0.0023438,            0.004654,            0.004654,            0.004654
                 164,            0.039721,            0.013946,           0.0028317,             0.74409,             0.69375,             0.74539,             0.39727,            0.040384,           0.0098129,            0.002344,            0.004621,            0.004621,            0.004621
                 165,              0.0398,            0.013995,           0.0028727,             0.74545,             0.69284,             0.74537,              0.3975,            0.040382,           0.0098109,           0.0023439,            0.004588,            0.004588,            0.004588
                 166,            0.039507,            0.013948,           0.0028286,             0.74511,             0.69393,             0.74537,             0.39792,            0.040378,           0.0098079,           0.0023461,            0.004555,            0.004555,            0.004555
                 167,            0.039568,            0.013969,           0.0026653,             0.74614,             0.69319,             0.74564,               0.398,            0.040371,           0.0098059,           0.0023466,            0.004522,            0.004522,            0.004522
                 168,            0.039722,            0.013823,            0.002809,             0.74422,             0.69545,             0.74586,             0.39799,            0.040363,           0.0098023,           0.0023473,            0.004489,            0.004489,            0.004489
                 169,             0.03953,               0.014,            0.002603,             0.74608,             0.69541,             0.74625,             0.39796,            0.040359,           0.0097987,           0.0023496,            0.004456,            0.004456,            0.004456
                 170,            0.039411,            0.013842,           0.0028473,             0.74745,             0.69606,             0.74635,             0.39821,            0.040353,           0.0097969,           0.0023508,            0.004423,            0.004423,            0.004423
                 171,             0.03953,            0.013908,           0.0028456,             0.74494,             0.69737,             0.74616,             0.39825,            0.040352,           0.0097916,           0.0023518,             0.00439,             0.00439,             0.00439
                 172,            0.039217,            0.013979,           0.0026905,             0.74555,             0.69736,             0.74613,             0.39843,            0.040343,           0.0097898,           0.0023527,            0.004357,            0.004357,            0.004357
                 173,            0.039336,            0.013927,           0.0027428,             0.74637,             0.69682,              0.7467,             0.39803,            0.040339,            0.009788,           0.0023547,            0.004324,            0.004324,            0.004324
                 174,            0.039174,            0.013886,           0.0027815,              0.7469,             0.69797,             0.74656,             0.39798,            0.040335,            0.009785,            0.002355,            0.004291,            0.004291,            0.004291
                 175,            0.039286,            0.014108,           0.0026332,             0.74574,             0.69698,             0.74649,             0.39823,             0.04033,           0.0097834,           0.0023559,            0.004258,            0.004258,            0.004258
                 176,            0.039095,            0.013741,           0.0027104,             0.74464,             0.69822,             0.74603,             0.39874,            0.040324,           0.0097808,           0.0023565,            0.004225,            0.004225,            0.004225
                 177,             0.03928,            0.013745,           0.0027332,             0.74616,               0.698,             0.74683,             0.39894,            0.040319,           0.0097786,            0.002358,            0.004192,            0.004192,            0.004192
                 178,            0.039091,            0.013838,           0.0027297,             0.74708,             0.69905,             0.74723,             0.39941,            0.040319,           0.0097768,           0.0023593,            0.004159,            0.004159,            0.004159
                 179,            0.039119,            0.013744,           0.0026712,              0.7443,             0.69957,             0.74701,             0.39947,            0.040319,           0.0097734,           0.0023601,            0.004126,            0.004126,            0.004126
                 180,            0.039031,            0.014018,           0.0026907,             0.74481,             0.69982,             0.74736,             0.39983,            0.040315,           0.0097714,           0.0023611,            0.004093,            0.004093,            0.004093
                 181,            0.038858,            0.013549,           0.0027022,             0.74568,             0.69924,             0.74714,             0.39954,            0.040314,           0.0097695,           0.0023621,             0.00406,             0.00406,             0.00406
                 182,            0.039005,            0.013746,            0.002641,             0.74679,             0.69868,             0.74742,             0.39991,            0.040312,           0.0097675,           0.0023616,            0.004027,            0.004027,            0.004027
                 183,            0.038922,            0.013847,           0.0027174,              0.7466,             0.69871,             0.74783,             0.39999,            0.040313,           0.0097651,           0.0023618,            0.003994,            0.003994,            0.003994
                 184,            0.038698,            0.013824,           0.0026402,             0.74625,             0.69915,             0.74784,             0.40014,            0.040308,            0.009763,           0.0023608,            0.003961,            0.003961,            0.003961
                 185,            0.038677,            0.013532,           0.0026659,             0.74632,             0.69979,             0.74807,             0.40023,            0.040304,           0.0097597,           0.0023603,            0.003928,            0.003928,            0.003928
                 186,            0.038617,            0.013724,            0.002552,             0.74705,             0.69962,             0.74797,             0.40022,            0.040298,           0.0097583,           0.0023602,            0.003895,            0.003895,            0.003895
                 187,            0.038753,            0.013714,           0.0025941,             0.74819,             0.69934,             0.74821,             0.40049,            0.040294,           0.0097544,           0.0023603,            0.003862,            0.003862,            0.003862
                 188,             0.03875,            0.013692,           0.0025847,             0.74648,             0.70152,             0.74861,             0.40044,            0.040292,           0.0097535,           0.0023609,            0.003829,            0.003829,            0.003829
                 189,            0.038415,            0.013886,           0.0025609,             0.74722,             0.69901,             0.74834,             0.40061,            0.040292,           0.0097502,            0.002361,            0.003796,            0.003796,            0.003796
                 190,            0.038599,            0.013602,           0.0025377,             0.74779,             0.69911,             0.74828,             0.40033,            0.040291,           0.0097477,           0.0023622,            0.003763,            0.003763,            0.003763
                 191,            0.038513,            0.013736,           0.0026042,             0.74866,             0.69992,             0.74917,             0.40046,             0.04029,           0.0097448,           0.0023635,             0.00373,             0.00373,             0.00373
                 192,            0.038536,            0.013657,           0.0025477,             0.74849,             0.70054,             0.74943,              0.4007,            0.040288,            0.009743,           0.0023643,            0.003697,            0.003697,            0.003697
                 193,            0.038358,            0.013727,           0.0026095,              0.7488,             0.70055,             0.75007,             0.40081,            0.040281,           0.0097415,           0.0023652,            0.003664,            0.003664,            0.003664
                 194,            0.038187,            0.013837,           0.0025874,             0.74812,             0.70014,              0.7491,             0.40054,             0.04028,           0.0097394,            0.002367,            0.003631,            0.003631,            0.003631
                 195,            0.038336,            0.013566,           0.0025462,             0.75135,             0.69971,             0.74988,             0.40104,            0.040271,           0.0097371,           0.0023679,            0.003598,            0.003598,            0.003598
                 196,            0.038496,            0.013683,           0.0026106,             0.75211,             0.69909,             0.74935,             0.40098,            0.040261,           0.0097361,           0.0023678,            0.003565,            0.003565,            0.003565
                 197,            0.038068,            0.013614,           0.0025177,             0.75264,             0.69914,             0.74886,             0.40117,            0.040254,           0.0097322,           0.0023677,            0.003532,            0.003532,            0.003532
                 198,            0.038068,            0.013625,           0.0024761,             0.75352,             0.70012,              0.7497,             0.40153,            0.040247,           0.0097318,           0.0023678,            0.003499,            0.003499,            0.003499
                 199,            0.038062,            0.013758,           0.0024613,              0.7541,             0.70014,              0.7492,             0.40172,            0.040241,           0.0097299,           0.0023691,            0.003466,            0.003466,            0.003466
                 200,            0.038021,            0.013524,           0.0024919,              0.7529,             0.70003,             0.74947,             0.40185,            0.040239,           0.0097287,           0.0023684,            0.003433,            0.003433,            0.003433
                 201,            0.038108,            0.013536,           0.0025164,             0.75316,             0.69866,             0.74894,              0.4021,            0.040232,           0.0097269,           0.0023692,              0.0034,              0.0034,              0.0034
                 202,            0.037843,              0.0134,            0.002558,             0.75151,             0.70003,             0.74943,             0.40207,            0.040229,           0.0097251,           0.0023685,            0.003367,            0.003367,            0.003367
                 203,            0.038022,            0.013465,           0.0025558,             0.75218,             0.69924,             0.74963,             0.40241,            0.040225,           0.0097234,           0.0023703,            0.003334,            0.003334,            0.003334
                 204,            0.037876,             0.01352,            0.002492,             0.75441,             0.69853,                0.75,             0.40231,            0.040218,           0.0097215,           0.0023705,            0.003301,            0.003301,            0.003301
                 205,            0.038162,             0.01337,           0.0026264,             0.75403,             0.69908,             0.75001,              0.4022,            0.040216,           0.0097198,            0.002371,            0.003268,            0.003268,            0.003268
                 206,            0.037803,            0.013358,            0.002429,             0.75505,             0.69901,             0.75084,             0.40256,            0.040214,           0.0097192,           0.0023719,            0.003235,            0.003235,            0.003235
                 207,             0.03795,            0.013435,           0.0025821,             0.75441,             0.69929,             0.75134,              0.4026,             0.04021,           0.0097179,           0.0023738,            0.003202,            0.003202,            0.003202
                 208,            0.037843,            0.013325,           0.0024639,             0.75707,             0.69923,             0.75149,             0.40294,            0.040204,           0.0097155,           0.0023765,            0.003169,            0.003169,            0.003169
                 209,             0.03769,            0.013459,           0.0024922,             0.75566,             0.69987,              0.7517,             0.40296,            0.040201,           0.0097132,           0.0023783,            0.003136,            0.003136,            0.003136
                 210,            0.037614,            0.013372,           0.0025142,             0.75481,             0.69991,             0.75141,             0.40307,            0.040198,           0.0097126,           0.0023799,            0.003103,            0.003103,            0.003103
                 211,            0.037451,             0.01345,           0.0025331,             0.75475,              0.6996,              0.7505,               0.403,            0.040199,           0.0097125,           0.0023802,             0.00307,             0.00307,             0.00307
                 212,              0.0375,            0.013336,           0.0024991,               0.755,             0.69831,             0.75018,             0.40295,            0.040197,           0.0097115,           0.0023815,            0.003037,            0.003037,            0.003037
                 213,            0.037495,            0.013356,           0.0024408,             0.75516,             0.69869,             0.75055,             0.40304,            0.040199,           0.0097098,           0.0023819,            0.003004,            0.003004,            0.003004
                 214,            0.037331,            0.013124,           0.0024663,              0.7557,             0.69922,             0.75077,              0.4032,            0.040202,           0.0097087,           0.0023837,            0.002971,            0.002971,            0.002971
                 215,            0.037335,            0.013188,           0.0023705,             0.75447,             0.69829,              0.7503,             0.40307,            0.040201,            0.009707,           0.0023874,            0.002938,            0.002938,            0.002938
                 216,            0.037222,            0.013373,           0.0023346,             0.75581,             0.69885,             0.75092,             0.40304,            0.040194,           0.0097066,           0.0023891,            0.002905,            0.002905,            0.002905
                 217,            0.037299,            0.013344,           0.0024601,             0.75633,             0.69944,             0.75093,             0.40324,            0.040186,           0.0097054,           0.0023897,            0.002872,            0.002872,            0.002872
                 218,             0.03728,            0.013295,           0.0023138,             0.75641,             0.69962,             0.75104,              0.4035,             0.04018,           0.0097048,           0.0023913,            0.002839,            0.002839,            0.002839
                 219,            0.037402,            0.013231,           0.0023537,             0.75737,             0.70001,             0.75153,             0.40382,            0.040176,           0.0097031,           0.0023929,            0.002806,            0.002806,            0.002806
                 220,            0.036947,            0.013399,           0.0023732,             0.75722,             0.70149,             0.75154,             0.40424,            0.040172,           0.0097022,           0.0023939,            0.002773,            0.002773,            0.002773
                 221,            0.036903,            0.013154,           0.0023605,              0.7541,              0.7034,             0.75164,             0.40396,            0.040167,           0.0097013,           0.0023944,             0.00274,             0.00274,             0.00274
                 222,            0.036781,            0.013183,           0.0023889,             0.75248,             0.70245,             0.75041,             0.40422,            0.040165,            0.009699,            0.002396,            0.002707,            0.002707,            0.002707
                 223,            0.036992,            0.013238,           0.0024299,             0.75202,             0.70262,             0.75069,             0.40433,            0.040163,           0.0096982,           0.0023993,            0.002674,            0.002674,            0.002674
                 224,            0.037055,            0.013197,           0.0023491,             0.75222,             0.70301,             0.75117,             0.40477,            0.040166,           0.0096986,           0.0024029,            0.002641,            0.002641,            0.002641
                 225,             0.03675,            0.013091,           0.0023237,             0.75247,             0.70205,             0.75116,             0.40491,            0.040167,           0.0096982,            0.002404,            0.002608,            0.002608,            0.002608
                 226,            0.036681,            0.013102,           0.0023748,             0.75335,             0.70358,             0.75183,             0.40516,            0.040165,            0.009697,           0.0024042,            0.002575,            0.002575,            0.002575
                 227,            0.036605,            0.013196,            0.002396,             0.75368,             0.70288,             0.75134,             0.40506,            0.040161,           0.0096963,           0.0024057,            0.002542,            0.002542,            0.002542
                 228,            0.036712,            0.013082,           0.0023571,             0.75467,             0.70362,             0.75235,             0.40526,            0.040159,           0.0096955,           0.0024086,            0.002509,            0.002509,            0.002509
                 229,            0.036432,             0.01307,           0.0023645,             0.75515,             0.70397,             0.75251,             0.40529,            0.040154,           0.0096952,           0.0024113,            0.002476,            0.002476,            0.002476
                 230,            0.036589,            0.012986,           0.0023011,             0.75567,             0.70328,             0.75205,             0.40549,            0.040147,           0.0096939,           0.0024119,            0.002443,            0.002443,            0.002443
                 231,            0.036317,              0.0129,           0.0022611,             0.75415,             0.70424,             0.75185,             0.40556,             0.04014,           0.0096933,           0.0024126,             0.00241,             0.00241,             0.00241
                 232,            0.036509,             0.01305,           0.0024034,             0.75579,             0.70449,             0.75224,             0.40551,            0.040133,            0.009693,           0.0024132,            0.002377,            0.002377,            0.002377
                 233,            0.036284,            0.013224,           0.0022593,             0.75519,             0.70475,             0.75213,              0.4058,             0.04013,           0.0096925,            0.002414,            0.002344,            0.002344,            0.002344
                 234,            0.036366,            0.012835,           0.0024093,              0.7559,             0.70314,             0.75196,             0.40573,            0.040129,           0.0096917,           0.0024167,            0.002311,            0.002311,            0.002311
                 235,            0.036265,             0.01299,            0.002276,             0.75723,             0.70327,             0.75225,             0.40588,            0.040127,           0.0096914,           0.0024186,            0.002278,            0.002278,            0.002278
                 236,            0.036215,            0.012996,            0.002339,             0.75748,             0.70486,              0.7529,             0.40588,            0.040128,           0.0096924,           0.0024218,            0.002245,            0.002245,            0.002245
                 237,             0.03614,            0.013033,           0.0022189,             0.75682,              0.7054,               0.753,              0.4058,            0.040125,           0.0096917,           0.0024234,            0.002212,            0.002212,            0.002212
                 238,            0.036019,            0.012933,           0.0022834,             0.75798,             0.70489,             0.75316,             0.40589,            0.040126,           0.0096921,           0.0024248,            0.002179,            0.002179,            0.002179
                 239,            0.035966,            0.012712,           0.0022364,             0.75796,             0.70427,             0.75246,              0.4062,             0.04013,           0.0096922,           0.0024265,            0.002146,            0.002146,            0.002146
                 240,            0.035744,            0.012973,           0.0022914,             0.75618,              0.7051,             0.75215,             0.40583,            0.040127,           0.0096924,           0.0024274,            0.002113,            0.002113,            0.002113
                 241,            0.035966,            0.012903,           0.0023352,             0.75736,             0.70427,             0.75197,             0.40599,             0.04013,           0.0096912,           0.0024295,             0.00208,             0.00208,             0.00208
                 242,            0.035784,            0.012901,           0.0022719,             0.75758,              0.7031,             0.75177,             0.40631,            0.040135,           0.0096905,           0.0024312,            0.002047,            0.002047,            0.002047
                 243,            0.035871,            0.012837,           0.0023143,             0.75858,             0.70384,             0.75274,             0.40614,            0.040135,           0.0096905,            0.002434,            0.002014,            0.002014,            0.002014
                 244,            0.035868,            0.012814,           0.0022529,             0.75959,             0.70362,             0.75218,             0.40617,            0.040134,           0.0096913,           0.0024358,            0.001981,            0.001981,            0.001981
                 245,            0.035778,            0.012835,           0.0022121,             0.75939,             0.70387,             0.75176,             0.40626,            0.040135,           0.0096908,           0.0024375,            0.001948,            0.001948,            0.001948
                 246,            0.035698,            0.012843,           0.0021728,             0.75974,             0.70391,             0.75255,             0.40638,            0.040138,           0.0096909,           0.0024412,            0.001915,            0.001915,            0.001915
                 247,            0.035525,            0.012613,           0.0022574,             0.75954,             0.70366,              0.7524,             0.40633,            0.040137,           0.0096914,           0.0024459,            0.001882,            0.001882,            0.001882
                 248,            0.035577,             0.01282,           0.0022092,             0.75936,             0.70358,             0.75211,             0.40632,            0.040139,            0.009692,           0.0024482,            0.001849,            0.001849,            0.001849
                 249,            0.035414,            0.012632,           0.0021576,             0.75927,             0.70371,             0.75238,             0.40646,            0.040142,           0.0096931,           0.0024513,            0.001816,            0.001816,            0.001816
                 250,            0.035552,              0.0129,           0.0021586,             0.75971,             0.70371,              0.7529,             0.40643,            0.040141,           0.0096932,           0.0024545,            0.001783,            0.001783,            0.001783
                 251,             0.03526,            0.012525,            0.002122,             0.76078,              0.7038,             0.75329,             0.40642,            0.040149,            0.009693,           0.0024591,             0.00175,             0.00175,             0.00175
                 252,            0.035248,            0.012652,           0.0020739,             0.76028,             0.70336,             0.75277,             0.40651,            0.040148,           0.0096934,           0.0024619,            0.001717,            0.001717,            0.001717
                 253,            0.035301,            0.012444,           0.0021403,             0.76104,             0.70334,             0.75334,             0.40684,            0.040152,           0.0096931,            0.002464,            0.001684,            0.001684,            0.001684
                 254,            0.035104,            0.012425,           0.0021821,             0.76244,             0.70188,              0.7531,             0.40664,            0.040155,           0.0096941,           0.0024685,            0.001651,            0.001651,            0.001651
                 255,            0.035093,            0.012508,           0.0022038,             0.76333,             0.70223,             0.75326,             0.40679,            0.040152,            0.009694,           0.0024702,            0.001618,            0.001618,            0.001618
                 256,            0.034951,            0.012476,           0.0021252,             0.76295,             0.70276,             0.75344,             0.40683,            0.040152,            0.009694,            0.002472,            0.001585,            0.001585,            0.001585
                 257,            0.035001,            0.012546,           0.0021137,             0.76325,             0.70245,             0.75353,             0.40697,            0.040151,           0.0096936,           0.0024736,            0.001552,            0.001552,            0.001552
                 258,             0.03489,            0.012455,           0.0020818,             0.76331,             0.70188,             0.75327,             0.40717,            0.040152,           0.0096942,           0.0024752,            0.001519,            0.001519,            0.001519
                 259,            0.034898,            0.012598,           0.0020826,             0.76405,             0.70179,             0.75362,             0.40709,             0.04015,           0.0096947,           0.0024777,            0.001486,            0.001486,            0.001486
                 260,            0.034634,            0.012449,           0.0020547,             0.76497,             0.70021,             0.75331,             0.40745,            0.040149,           0.0096945,            0.002479,            0.001453,            0.001453,            0.001453
                 261,             0.03476,            0.012387,           0.0020005,             0.76538,             0.69964,             0.75325,             0.40736,             0.04015,           0.0096961,           0.0024803,             0.00142,             0.00142,             0.00142
                 262,            0.034703,            0.012437,           0.0020942,             0.76626,             0.69962,             0.75368,             0.40748,            0.040147,           0.0096971,           0.0024813,            0.001387,            0.001387,            0.001387
                 263,            0.034553,             0.01231,           0.0020556,             0.76444,             0.70005,             0.75346,             0.40754,            0.040143,           0.0096968,           0.0024836,            0.001354,            0.001354,            0.001354
                 264,            0.034356,            0.012366,           0.0020668,             0.76538,             0.69966,             0.75333,              0.4078,            0.040145,           0.0096979,           0.0024843,            0.001321,            0.001321,            0.001321
                 265,            0.034533,            0.012277,           0.0020057,             0.76491,             0.70027,              0.7538,             0.40793,            0.040146,           0.0096998,           0.0024864,            0.001288,            0.001288,            0.001288
                 266,            0.034296,            0.012171,           0.0020493,             0.76406,             0.70188,             0.75354,             0.40791,            0.040147,           0.0097008,           0.0024892,            0.001255,            0.001255,            0.001255
                 267,            0.034272,            0.012364,           0.0021167,             0.76471,             0.70127,             0.75353,             0.40805,            0.040146,           0.0097022,           0.0024893,            0.001222,            0.001222,            0.001222
                 268,            0.034194,            0.012223,            0.002071,             0.76401,             0.70138,             0.75333,             0.40828,            0.040149,           0.0097037,           0.0024916,            0.001189,            0.001189,            0.001189
                 269,            0.034114,            0.012416,           0.0020639,             0.76556,             0.70075,             0.75408,             0.40841,            0.040147,           0.0097051,           0.0024945,            0.001156,            0.001156,            0.001156
                 270,            0.034212,            0.012276,           0.0020955,             0.76543,             0.70109,               0.754,             0.40861,            0.040146,           0.0097058,           0.0024964,            0.001123,            0.001123,            0.001123
                 271,             0.03389,            0.012295,           0.0019934,             0.76352,             0.70235,              0.7542,             0.40885,            0.040145,            0.009707,           0.0024983,             0.00109,             0.00109,             0.00109
                 272,            0.034009,            0.012156,           0.0020016,              0.7635,             0.70218,              0.7542,             0.40901,            0.040148,           0.0097085,           0.0024998,            0.001057,            0.001057,            0.001057
                 273,            0.033878,            0.012202,           0.0019535,             0.76517,                 0.7,             0.75414,             0.40912,            0.040141,           0.0097101,           0.0024992,            0.001024,            0.001024,            0.001024
                 274,            0.033798,            0.012188,           0.0019658,             0.76512,              0.7001,             0.75452,             0.40952,             0.04014,           0.0097121,           0.0025004,            0.000991,            0.000991,            0.000991
                 275,             0.03359,            0.012161,            0.001997,             0.76659,             0.69938,             0.75418,              0.4094,            0.040139,           0.0097132,           0.0025011,            0.000958,            0.000958,            0.000958
                 276,            0.033596,            0.012203,           0.0020365,             0.76923,             0.69844,             0.75409,             0.40957,            0.040137,           0.0097149,           0.0025029,            0.000925,            0.000925,            0.000925
                 277,            0.033444,            0.012136,           0.0019436,             0.76951,             0.69757,             0.75404,             0.40967,            0.040131,           0.0097165,           0.0025024,            0.000892,            0.000892,            0.000892
                 278,            0.033318,            0.012055,             0.00204,             0.76978,             0.69866,             0.75439,             0.40981,            0.040127,           0.0097177,           0.0025035,            0.000859,            0.000859,            0.000859
                 279,            0.033432,            0.012145,            0.001936,             0.77184,             0.69597,              0.7547,             0.40991,            0.040126,             0.00972,           0.0025047,            0.000826,            0.000826,            0.000826
                 280,            0.033333,            0.011932,            0.001982,             0.77124,             0.69593,             0.75484,             0.40956,            0.040128,           0.0097219,           0.0025062,            0.000793,            0.000793,            0.000793
                 281,            0.033279,             0.01205,           0.0018954,              0.7715,             0.69476,             0.75473,             0.40974,            0.040123,           0.0097242,           0.0025095,             0.00076,             0.00076,             0.00076
                 282,            0.033137,            0.012094,           0.0019532,             0.77225,             0.69453,             0.75432,             0.40996,            0.040123,           0.0097257,            0.002512,            0.000727,            0.000727,            0.000727
                 283,            0.033006,            0.011863,            0.001929,             0.77393,             0.69322,             0.75462,             0.41011,            0.040124,           0.0097273,           0.0025169,            0.000694,            0.000694,            0.000694
                 284,            0.033169,              0.0119,           0.0018867,             0.77264,             0.69418,              0.7548,              0.4101,            0.040125,           0.0097274,           0.0025202,            0.000661,            0.000661,            0.000661
                 285,            0.032993,            0.011864,           0.0018512,             0.77362,             0.69431,             0.75488,             0.41032,            0.040119,           0.0097286,           0.0025221,            0.000628,            0.000628,            0.000628
                 286,            0.032898,            0.011848,           0.0019113,             0.77305,               0.695,             0.75515,             0.41042,            0.040117,           0.0097301,           0.0025261,            0.000595,            0.000595,            0.000595
                 287,             0.03289,            0.011914,           0.0019103,             0.77328,             0.69506,             0.75487,             0.41019,            0.040111,           0.0097323,           0.0025278,            0.000562,            0.000562,            0.000562
                 288,            0.032903,            0.011897,           0.0018861,             0.77261,             0.69461,             0.75492,             0.41039,            0.040109,            0.009733,           0.0025302,            0.000529,            0.000529,            0.000529
                 289,            0.032536,            0.011673,           0.0018599,             0.77138,             0.69454,             0.75449,             0.41024,            0.040105,           0.0097341,           0.0025343,            0.000496,            0.000496,            0.000496
                 290,            0.032723,            0.011748,            0.001867,             0.77206,             0.69362,             0.75474,             0.41046,            0.040103,           0.0097337,           0.0025369,            0.000463,            0.000463,            0.000463
                 291,            0.032689,            0.011769,           0.0019304,             0.77234,             0.69454,             0.75488,              0.4105,            0.040102,           0.0097346,           0.0025404,             0.00043,             0.00043,             0.00043
                 292,             0.03245,            0.011699,           0.0018714,             0.77188,             0.69435,             0.75478,             0.41042,            0.040102,           0.0097355,           0.0025432,            0.000397,            0.000397,            0.000397
                 293,            0.032267,            0.011735,           0.0018143,             0.77228,             0.69427,             0.75513,             0.41068,              0.0401,           0.0097359,           0.0025463,            0.000364,            0.000364,            0.000364
                 294,            0.032538,            0.011763,           0.0018641,             0.77176,             0.69427,             0.75523,             0.41082,            0.040102,           0.0097362,           0.0025487,            0.000331,            0.000331,            0.000331
                 295,            0.032337,            0.011707,           0.0018359,             0.76975,             0.69444,             0.75525,             0.41087,              0.0401,           0.0097367,           0.0025512,            0.000298,            0.000298,            0.000298
                 296,            0.032306,            0.011679,           0.0018819,             0.77117,             0.69405,             0.75538,             0.41115,            0.040099,           0.0097352,           0.0025538,            0.000265,            0.000265,            0.000265
                 297,            0.032231,            0.011552,           0.0018858,             0.77004,             0.69487,             0.75551,             0.41102,            0.040099,           0.0097357,           0.0025558,            0.000232,            0.000232,            0.000232
                 298,            0.032098,            0.011602,           0.0017792,             0.77106,              0.6943,             0.75579,             0.41141,            0.040098,           0.0097363,           0.0025592,            0.000199,            0.000199,            0.000199
                 299,            0.032145,            0.011621,           0.0018767,             0.77054,               0.695,             0.75556,             0.41136,            0.040099,           0.0097358,           0.0025624,            0.000166,            0.000166,            0.000166
